0.748462 -0.051430 0
0.327390 0.763297 0
0.623533 0.706441 0
0.560471 0.970261 0
0.825489 0.610802 0
0.348125 0.944460 0
0.853032 0.223743 0
0.578335 0.808040 0
0.251317 0.163981 0
0.942694 0.583981 0
0.420186 0.811597 0
0.672548 0.891514 0
0.432801 0.418210 0
0.396817 0.248688 0
0.763764 0.251751 0
0.745055 0.213632 0
0.283808 0.487323 0
0.688155 0.640748 0
0.750435 0.554050 0
0.867437 0.392154 0
0.324721 0.778877 0
0.466313 0.704782 0
0.743074 0.275543 0
0.645963 0.997463 0
0.482857 0.057180 0
0.722082 0.131061 0
0.297605 0.327721 0
0.716848 0.400242 0
0.845351 0.365360 0
0.747036 0.861106 0
0.425804 0.940571 0
0.539239 0.165703 0
0.353463 0.130860 0
0.883698 0.375337 0
0.638811 0.255049 0
0.527477 0.308481 0
0.985435 0.719891 0
0.799735 0.846790 0
0.613054 0.153817 0
0.469873 0.099411 0
0.407008 0.129895 0
0.283376 -0.006596 0
0.836815 0.199389 0
0.469668 0.688776 0
0.417906 0.460323 0
0.727369 0.865919 0
0.290404 0.034380 0
0.807155 0.603904 0
0.788252 0.252873 0
0.596086 0.557909 0
0.878792 0.565386 0
0.703151 0.544864 0
0.934748 0.658462 0
0.370228 0.289809 0
0.821762 0.230332 0
0.368815 0.900006 0
0.721258 0.132697 0
0.763101 0.645635 0
0.214834 0.022232 0
0.301373 0.284096 0
0.304885 0.125801 0
0.810788 0.370720 0
0.906171 -0.086466 0
0.339729 0.587595 0
0.949072 0.235070 0
0.575786 0.530105 0
0.895999 0.663293 0
0.321894 0.344253 0
0.606761 0.549744 0
0.628671 0.203548 0
0.686263 0.407076 0
0.266760 0.320261 0
0.200920 0.035286 0
0.907660 0.543524 0
0.948780 0.285540 0
0.884227 0.606308 0
0.817544 0.049241 0
0.920995 0.415363 0
0.675109 -0.022330 0
0.924758 0.241931 0
0.895947 -0.022882 0
0.420410 0.121576 0
0.268109 0.986051 0
0.754558 0.223804 0
0.340324 0.275528 0
0.412617 0.957373 0
0.457716 0.590295 0
0.661564 0.102535 0
0.637409 0.634556 0
0.665558 0.334164 0
0.846891 0.531155 0
0.675253 0.055255 0
0.294765 0.953540 0
0.433609 0.947752 0
-0.976425 0.992536 1
-0.607656 0.614384 1
-0.687555 0.734659 1
0.000478 0.848912 1
-0.390682 0.791526 1
-0.922075 0.519306 1
-0.919647 0.991524 1
-0.082551 0.633815 1
-0.752388 0.703186 1
-0.442138 0.624205 1
-0.654959 0.605701 1
-0.130587 0.734197 1
-0.220448 0.676957 1
0.082324 0.691921 1
-0.642170 0.684071 1
-0.167640 0.604886 1
-0.004962 0.973515 1
-0.052191 0.383613 1
-0.467200 0.599868 1
-0.251128 0.964424 1
0.092295 0.574159 1
-0.300073 0.792993 1
-0.878615 0.417762 1
-0.931170 0.922685 1
-0.721125 0.942985 1
-0.662723 0.541422 1
-0.970369 0.487140 1
-0.797535 0.405336 1
-0.054202 0.782687 1
-0.248119 0.606650 1
-0.752005 0.742938 1
0.062815 0.941637 1
-0.531348 0.793223 1
0.036340 0.365282 1
-0.161505 0.334349 1
-0.226886 0.993403 1
0.031800 0.532889 1
-0.630702 0.319333 1
-0.020572 0.580604 1
-0.078634 0.778774 1
-0.230102 0.339240 1
-0.093889 0.798122 1
0.067161 0.694357 1
-0.781050 0.472055 1
-0.763019 0.395147 1
-0.130298 0.954745 1
-0.308563 0.665561 1
-0.937088 0.624261 1
-0.417887 0.614429 1
-0.232037 0.850504 1
-0.949808 0.390573 1
-0.155402 0.638540 1
-0.856390 0.423881 1
-0.136997 0.417491 1
-0.390857 0.886259 1
0.007820 0.580514 1
-0.907443 0.506603 1
-0.461740 0.406656 1
-0.687190 0.686896 1
-0.562390 0.898006 1
-0.872849 0.492772 1
0.037017 0.395660 1
-0.807122 0.457906 1
-0.952664 0.397881 1
-0.638393 0.992763 1
-0.415947 0.974029 1
-0.289371 0.442943 1
-0.455281 0.886699 1
-0.629797 0.761812 1
-0.970114 0.478855 1
-0.558453 0.640611 1
0.086967 0.520309 1
-0.933973 0.576982 1
0.030097 0.343121 1
-0.458860 0.538768 1
-0.319043 0.461248 1
-0.581531 0.477908 1
-0.788264 0.442366 1
-0.382671 0.508296 1
0.022317 0.981635 1
-0.944697 0.848592 1
-0.120246 0.349143 1
0.080095 0.579308 1
-0.261587 0.688788 1
-0.174671 0.964814 1
-0.602302 0.758980 1
-0.922253 0.436587 1
-0.029242 0.504203 1
-0.084007 0.566141 1
0.055149 0.306504 1
-0.221954 -0.924800 2
-0.023607 -0.255950 2
-0.097794 -0.990038 2
-0.822576 -0.939605 2
-0.944935 -0.440149 2
0.054012 -0.494807 2
-0.722309 -0.226115 2
-0.381444 -0.166299 2
-0.423243 -0.363822 2
-0.260312 0.211294 2
-0.907522 0.090615 2
-0.192720 0.089557 2
-0.886083 -0.454640 2
-0.855752 0.095222 2
-0.296363 -0.249400 2
-0.668606 -0.442046 2
-0.054543 -0.774237 2
-0.226924 -0.395824 2
-0.554566 -0.045440 2
0.090865 -0.413788 2
0.090669 -0.631064 2
0.137266 -0.817222 2
-0.621698 -0.411564 2
-0.424499 -0.852084 2
-0.864035 -0.701173 2
-0.211616 -0.606372 2
-0.529955 -0.632049 2
-0.402529 0.009717 2
-0.429497 0.221604 2
-0.891078 -0.405705 2
-0.594422 -0.225971 2
-0.511004 -0.495268 2
0.122963 0.154672 2
-0.049973 -0.041195 2
0.107948 -0.664120 2
-0.662156 -0.169103 2
-0.939138 -0.068265 2
-0.198013 -0.809675 2
-0.136418 -0.327609 2
-0.259409 -0.249947 2
0.059767 -0.713340 2
-0.256502 -0.261812 2
-0.866587 -0.314958 2
-0.508632 0.217102 2
-0.563841 0.270100 2
-0.452431 -0.538499 2
-0.458125 -0.266949 2
-0.058119 -0.541477 2
-0.730746 -0.568552 2
0.058821 -0.051359 2
-0.415979 -0.997778 2
-0.028276 0.189607 2
-0.822360 -0.147363 2
-0.107849 -0.924015 2
-0.651814 0.117628 2
0.050878 -0.195721 2
-0.210735 -0.886816 2
-0.169201 -0.697814 2
-0.050991 -0.286030 2
-0.310507 -0.257159 2
-0.961367 -0.710133 2
-0.307584 -0.667296 2
-0.331674 -0.029627 2
-0.904764 -0.611072 2
-0.541879 -0.225034 2
-0.922376 -0.506659 2
-0.194807 -0.479016 2
-0.304375 -0.182196 2
-0.485111 -0.734585 2
0.018284 0.091643 2
-0.843663 -0.494188 2
